15	0.9531	0.7930
16	0.9597	0.8000
17	1.7921	1.2081
18	0.9597	0.8072
19	0.9434	0.7860
20	0.9630	0.8145
21	0.9664	0.8219
22	0.9698	0.8219
23	0.9698	0.8219
24	0.9732	0.8295
25	0.9732	0.8295
26	0.9732	0.8372
27	0.9766	0.8372
28	0.9801	0.8372
29	0.9801	0.8372
30	1.0014	0.8072
31	1.0050	0.8000
33	1.0087	0.8145
34	1.0087	0.8219
35	1.0087	0.8219
36	1.0123	0.8219
37	1.0123	0.8219
38	1.0161	0.8219
39	1.0161	0.8295
40	1.0161	0.8295
41	1.0198	0.8295
42	1.0198	0.8372
43	1.0236	0.8372
44	1.0236	0.8372
45	1.0236	0.8372
46	1.0236	0.8451
47	1.0274	0.8451
48	1.0274	0.8531
49	1.0312	0.8531
56	1.0468	0.8696
57	1.0508	0.8780
58	1.0548	0.8867
59	1.0588	0.8867
60	1.0588	0.8696
61	1.0629	0.8780
62	1.0629	0.8780
63	1.0629	0.8867
64	1.0670	0.8780
65	1.0670	0.8867
66	1.0629	0.8867
67	1.0670	0.8867
68	1.0752	0.8955
69	1.0752	0.9045
70	1.0794	0.9137
75	1.0922	0.9424
76	1.0965	0.9424
77	1.0965	0.9424
78	1.0965	0.9524
79	1.1009	0.9524
80	1.1053	0.9424
81	1.1053	0.9424
82	1.1009	0.9524
83	1.1053	0.9524
84	1.1053	0.9626
85	1.1097	0.9626
86	1.1097	0.9626
87	1.1097	0.9626
88	1.1097	0.9626
89	1.1142	0.9730
90	1.1097	0.9730
91	1.1142	0.9730
92	1.1187	0.9836
93	1.1232	0.9836
94	0.9338	0.9137
95	0.9338	0.9137
96	0.9434	0.9137
97	0.9434	0.9326
98	0.9466	0.9326
99	0.9466	0.9326
100	0.9498	0.9424
101	0.9531	0.9424
102	0.9564	0.9424
103	0.9564	0.9424
104	0.9564	0.9424
106	0.9597	0.9524
107	0.9597	0.9524
108	0.9597	0.9524
109	0.9630	0.9626
110	0.9630	0.9626
111	0.9664	0.9730
112	0.9698	0.9730
113	0.9698	0.9626
114	0.9732	0.9730
115	0.9732	0.9730
116	0.9766	0.9836
117	0.9766	0.9836
118	0.9766	0.9836
119	1.0000	1.0000
121	0.9801	0.9945
122	0.9836	0.9945
123	0.9836	0.9945
124	0.9836	1.0056
125	0.9836	1.0056
126	0.9836	1.0056
127	0.9871	1.0056
128	0.9871	1.0056
129	0.9906	1.0056
130	0.9906	1.0169
131	0.9942	1.0169
132	0.9942	1.0169
133	0.9977	1.0169
134	0.9977	1.0169
135	0.9977	1.0286
136	0.9977	1.0405
137	1.0014	1.0286
138	1.0050	1.0169
139	1.0014	1.0286
140	1.0050	1.0286
141	1.0050	1.0286
142	1.0087	1.0405
143	1.0087	1.0405
144	1.0123	1.0526
145	1.0123	1.0526
146	2.0896	1.0000
147	1.0161	1.0651
148	1.0161	1.0526
149	1.0161	1.0651
150	1.0198	1.0651
151	1.0236	1.0651
152	1.0274	1.0778
153	1.0274	1.0778
155	1.0274	1.0778
156	1.0274	1.0778
157	1.0274	1.0778
158	1.0274	1.0778
159	1.0312	1.0778
160	1.0312	1.0909
161	1.0350	1.0909
162	1.0350	1.0909
163	1.0350	1.1043
